Terms,Frequency absolute,Frequency Relative
zyzzRave,19,"0,138272323702787"
zyzzPls,1,"0,00727749072119933"
zyzzDancezyzzDancezyzzDancezyzzDancezyzzDancezyzzDancezyzzDancezyzzDancezyzzDancezyzzDancezyzzDancezyzzDancezyzzDancezyzzDance,1,"0,00727749072119933"
zyzzDance,32,"0,232879703078379"
zyzz,1,"0,00727749072119933"
ZWEAR,1,"0,00727749072119933"
zooombie,1,"0,00727749072119933"
zombie,2,"0,0145549814423987"
Zombie,1,"0,00727749072119933"
zeuss,5,"0,0363874536059967"
zeus,3,"0,021832472163598"
Zero,1,"0,00727749072119933"
zerii,1,"0,00727749072119933"
zeri,1,"0,00727749072119933"
zeplin,1,"0,00727749072119933"
ze,1,"0,00727749072119933"
Z,1,"0,00727749072119933"
yoyooo,1,"0,00727749072119933"
yoyo,1,"0,00727749072119933"
yow,1,"0,00727749072119933"
youu,1,"0,00727749072119933"
youtube,2,"0,0145549814423987"
yourself,2,"0,0145549814423987"
youre,1,"0,00727749072119933"
your,14,"0,101884870096791"
you?,3,"0,021832472163598"
you,184,"1,33905829270068"
You,7,"0,0509424350483953"
YOU,2,"0,0145549814423987"
yoooooooooooo,1,"0,00727749072119933"
yooooooooo,1,"0,00727749072119933"
yoooo,7,"0,0509424350483953"
yooo,11,"0,0800523979331926"
Yooo,1,"0,00727749072119933"
yoo,2,"0,0145549814423987"
yo,13,"0,0946073793755913"
yk,1,"0,00727749072119933"
yikes,5,"0,0363874536059967"
YIKES,2,"0,0145549814423987"
yield,1,"0,00727749072119933"
yeye,1,"0,00727749072119933"
yesterday,7,"0,0509424350483953"
YESSSSSSSSSSSS,1,"0,00727749072119933"
yessssssssss,1,"0,00727749072119933"
yessss,2,"0,0145549814423987"
yesss,5,"0,0363874536059967"
yess,5,"0,0363874536059967"
yes,38,"0,276544647405575"
YES,2,"0,0145549814423987"
yeri,1,"0,00727749072119933"
yeppp,1,"0,00727749072119933"
YEP,14,"0,101884870096791"
yep,5,"0,0363874536059967"
yelloww,1,"0,00727749072119933"
yeh,1,"0,00727749072119933"
Yeh,1,"0,00727749072119933"
yeezy,1,"0,00727749072119933"
yeees,2,"0,0145549814423987"
yeeees,2,"0,0145549814423987"
YEEEES,1,"0,00727749072119933"
yeeeees,1,"0,00727749072119933"
yeeeeees?,1,"0,00727749072119933"
yeeeeeeees,1,"0,00727749072119933"
YEEEEEEEEEEES,1,"0,00727749072119933"
yeeeeeeee,1,"0,00727749072119933"
yeeeeee,1,"0,00727749072119933"
yeeeeea,1,"0,00727749072119933"
yeee,1,"0,00727749072119933"
year,2,"0,0145549814423987"
YEAR,1,"0,00727749072119933"
yeahhh,1,"0,00727749072119933"
yeah,23,"0,167382286587585"
Yeah,1,"0,00727749072119933"
yeaa,1,"0,00727749072119933"
yea,12,"0,087329888654392"
Yea,1,"0,00727749072119933"
ye,8,"0,0582199257695946"
Ye,1,"0,00727749072119933"
yaes,1,"0,00727749072119933"
ya,6,"0,043664944327196"
y,4,"0,0291099628847973"
xyvyxvmlyxv,1,"0,00727749072119933"
xways,1,"0,00727749072119933"
xqcL,2,"0,0145549814423987"
XPFOAKWEFOKEWAFMOEWAFM,1,"0,00727749072119933"
xmas,1,"0,00727749072119933"
Xmas,1,"0,00727749072119933"
xjackpVS,19,"0,138272323702787"
xeriW,2,"0,0145549814423987"
xeriTalk,4,"0,0291099628847973"
xeriSlam,1,"0,00727749072119933"
xeriMonka,2,"0,0145549814423987"
xeriL,1,"0,00727749072119933"
xerii,3,"0,021832472163598"
xeriGasm,1,"0,00727749072119933"
xeriffier,1,"0,00727749072119933"
xerifff,1,"0,00727749072119933"
xerifferrrr,1,"0,00727749072119933"
xeriffer,11,"0,0800523979331926"
Xeriffer,1,"0,00727749072119933"
xeriff,2,"0,0145549814423987"
xeriEZ,2,"0,0145549814423987"
xeri?,2,"0,0145549814423987"
xeri,42,"0,305654610290372"
Xeri,14,"0,101884870096791"
XERI,4,"0,0291099628847973"
XER?,1,"0,00727749072119933"
xer,2,"0,0145549814423987"
xddddddddddddddd,1,"0,00727749072119933"
XDDDDDDDDDDDD,1,"0,00727749072119933"
xDDDDDDDDDD,2,"0,0145549814423987"
xDDDDDDDDD,1,"0,00727749072119933"
xddddddddd,1,"0,00727749072119933"
xDDDDDDDD,1,"0,00727749072119933"
xddddddd,2,"0,0145549814423987"
XDDDDDDD,2,"0,0145549814423987"
xDDDDDDD,2,"0,0145549814423987"
xDDDDDD,1,"0,00727749072119933"
xddddd,1,"0,00727749072119933"
xdddd,4,"0,0291099628847973"
XDDDD,1,"0,00727749072119933"
xddd,3,"0,021832472163598"
XDDD,3,"0,021832472163598"
Xddd,1,"0,00727749072119933"
xdd,21,"0,152827305145186"
xDd,1,"0,00727749072119933"
xd?,1,"0,00727749072119933"
xd,18,"0,130994832981588"
xD,13,"0,0946073793755913"
XD,5,"0,0363874536059967"
xboot,1,"0,00727749072119933"
xams,1,"0,00727749072119933"
x5,1,"0,00727749072119933"
x140,1,"0,00727749072119933"
x,6,"0,043664944327196"
WWWW,2,"0,0145549814423987"
wwin,1,"0,00727749072119933"
wut???,1,"0,00727749072119933"
wtrff,1,"0,00727749072119933"
WTRFF,1,"0,00727749072119933"
WTFFFFFFFFFFFFF,1,"0,00727749072119933"
Wtffffffff,1,"0,00727749072119933"
wtfff,1,"0,00727749072119933"
wtff,4,"0,0291099628847973"
wtf?,2,"0,0145549814423987"
wtf,17,"0,123717342260389"
WTF,2,"0,0145549814423987"
wsup,1,"0,00727749072119933"
wrote,1,"0,00727749072119933"
wrap,1,"0,00727749072119933"
wowww,3,"0,021832472163598"
woww,3,"0,021832472163598"
wow,7,"0,0509424350483953"
WOW,1,"0,00727749072119933"
wouldnt,1,"0,00727749072119933"
would,15,"0,10916236081799"
worthy,1,"0,00727749072119933"
worth,3,"0,021832472163598"
worse,1,"0,00727749072119933"
worry,3,"0,021832472163598"
world,1,"0,00727749072119933"
work,2,"0,0145549814423987"
words,1,"0,00727749072119933"
woohoo,1,"0,00727749072119933"
wont,8,"0,0582199257695946"
wonderland,3,"0,021832472163598"
won't,1,"0,00727749072119933"
won,5,"0,0363874536059967"
wodam,1,"0,00727749072119933"
wlid,1,"0,00727749072119933"
without,1,"0,00727749072119933"
withdrawed,1,"0,00727749072119933"
withdraw,3,"0,021832472163598"
with,27,"0,196492249472382"
wishing,1,"0,00727749072119933"
wish,1,"0,00727749072119933"
winter/spring,1,"0,00727749072119933"
wins,2,"0,0145549814423987"
winnings,1,"0,00727749072119933"
winning,2,"0,0145549814423987"
winners,1,"0,00727749072119933"
winn,3,"0,021832472163598"
window,1,"0,00727749072119933"
win?,2,"0,0145549814423987"
win,76,"0,553089294811149"
WIN,3,"0,021832472163598"
will,67,"0,487591878320355"
WILL,3,"0,021832472163598"
Will,2,"0,0145549814423987"
wilds,6,"0,043664944327196"
Wilds,2,"0,0145549814423987"
wild,28,"0,203769740193581"
whyy,1,"0,00727749072119933"
why?,1,"0,00727749072119933"
why,13,"0,0946073793755913"
Why,4,"0,0291099628847973"
whos,1,"0,00727749072119933"
WHOOOOOOAH,1,"0,00727749072119933"
whole,3,"0,021832472163598"
whoever,1,"0,00727749072119933"
who,6,"0,043664944327196"
white,1,"0,00727749072119933"
whisperers,1,"0,00727749072119933"
which,1,"0,00727749072119933"
Wheres,1,"0,00727749072119933"
where,11,"0,0800523979331926"
Where,3,"0,021832472163598"
when,14,"0,101884870096791"
wheel,1,"0,00727749072119933"
whattt,1,"0,00727749072119933"
whatt,2,"0,0145549814423987"
Whatsup,1,"0,00727749072119933"
whats,6,"0,043664944327196"
whatever,2,"0,0145549814423987"
what's,1,"0,00727749072119933"
what,23,"0,167382286587585"
WHAT,2,"0,0145549814423987"
What,2,"0,0145549814423987"
WHAAAAAAAAAAAAAT,1,"0,00727749072119933"
west,2,"0,0145549814423987"
were,2,"0,0145549814423987"
well,7,"0,0509424350483953"
welcome,5,"0,0363874536059967"
WeirdChamping,2,"0,0145549814423987"
weird,1,"0,00727749072119933"
webka,1,"0,00727749072119933"
webcam,1,"0,00727749072119933"
weather,1,"0,00727749072119933"
we,31,"0,225602212357179"
We,5,"0,0363874536059967"
WE,3,"0,021832472163598"
wdym,4,"0,0291099628847973"
WAYYYYYYY,1,"0,00727749072119933"
wayyyy,2,"0,0145549814423987"
wayyy,1,"0,00727749072119933"
way?,1,"0,00727749072119933"
way,11,"0,0800523979331926"
WAY,3,"0,021832472163598"
watching,3,"0,021832472163598"
watchgCOPE,1,"0,00727749072119933"
watched,1,"0,00727749072119933"
watch,2,"0,0145549814423987"
waste,1,"0,00727749072119933"
wassup,5,"0,0363874536059967"
wassa,1,"0,00727749072119933"
was,27,"0,196492249472382"
waow,1,"0,00727749072119933"
wants,1,"0,00727749072119933"
WANTED?,1,"0,00727749072119933"
wanted,10,"0,0727749072119933"
want,4,"0,0291099628847973"
wanna,9,"0,065497416490794"
wake,2,"0,0145549814423987"
waiting,5,"0,0363874536059967"
waited,1,"0,00727749072119933"
wait...,1,"0,00727749072119933"
wait,10,"0,0727749072119933"
wagmi,1,"0,00727749072119933"
waddup,2,"0,0145549814423987"
wadddup,1,"0,00727749072119933"
waaaaaay,1,"0,00727749072119933"
W,4,"0,0291099628847973"
w,1,"0,00727749072119933"
VS,5,"0,0363874536059967"
vs,1,"0,00727749072119933"
voucher,1,"0,00727749072119933"
voice,4,"0,0291099628847973"
VOICE,1,"0,00727749072119933"
VoHiYo,3,"0,021832472163598"
vodka,2,"0,0145549814423987"
visit,3,"0,021832472163598"
virgin,1,"0,00727749072119933"
VIP,1,"0,00727749072119933"
vip,1,"0,00727749072119933"
viewer,1,"0,00727749072119933"
video,2,"0,0145549814423987"
vibes?,1,"0,00727749072119933"
VibeDisco,4,"0,0291099628847973"
VeryPog,6,"0,043664944327196"
very,2,"0,0145549814423987"
version,1,"0,00727749072119933"
vault,3,"0,021832472163598"
VapeNation,1,"0,00727749072119933"
uy,1,"0,00727749072119933"
uve,1,"0,00727749072119933"
uuuuu,1,"0,00727749072119933"
usually,3,"0,021832472163598"
usual,1,"0,00727749072119933"
ushare,1,"0,00727749072119933"
useless,1,"0,00727749072119933"
Use,1,"0,00727749072119933"
us,6,"0,043664944327196"
US,1,"0,00727749072119933"
uptime,1,"0,00727749072119933"
upsters?,1,"0,00727749072119933"
uppp,1,"0,00727749072119933"
up,17,"0,123717342260389"
until,2,"0,0145549814423987"
unlucky,13,"0,0946073793755913"
unlucko,1,"0,00727749072119933"
unit,2,"0,0145549814423987"
unicorn,2,"0,0145549814423987"
unfortunately,1,"0,00727749072119933"
underworld,2,"0,0145549814423987"
underperormed,1,"0,00727749072119933"
under,1,"0,00727749072119933"
unbelievable,1,"0,00727749072119933"
ultra,1,"0,00727749072119933"
uh,1,"0,00727749072119933"
uff,1,"0,00727749072119933"
u,66,"0,480314387599156"
U,2,"0,0145549814423987"
typical,1,"0,00727749072119933"
type,2,"0,0145549814423987"
ty4points,1,"0,00727749072119933"
ty,5,"0,0363874536059967"
twitter,1,"0,00727749072119933"
twitch,1,"0,00727749072119933"
Twistiffer,1,"0,00727749072119933"
twister,1,"0,00727749072119933"
twisted,12,"0,087329888654392"
Twisted,1,"0,00727749072119933"
TWISTED,1,"0,00727749072119933"
TWIST,1,"0,00727749072119933"
twice,1,"0,00727749072119933"
tvh,1,"0,00727749072119933"
turn,1,"0,00727749072119933"
turkish,1,"0,00727749072119933"
Turkey,3,"0,021832472163598"
turkey,2,"0,0145549814423987"
turbospins,1,"0,00727749072119933"
turbooo,1,"0,00727749072119933"
turbo,3,"0,021832472163598"
TT,1,"0,00727749072119933"
trying,2,"0,0145549814423987"
try?,1,"0,00727749072119933"
try,48,"0,349319554617568"
Try,1,"0,00727749072119933"
trust,16,"0,116439851539189"
TRUST,3,"0,021832472163598"
trus,1,"0,00727749072119933"
true,13,"0,0946073793755913"
tru,1,"0,00727749072119933"
troll,1,"0,00727749072119933"
TriSad,2,"0,0145549814423987"
trip...,1,"0,00727749072119933"
trip,5,"0,0363874536059967"
tried,1,"0,00727749072119933"
TriDance,1,"0,00727749072119933"
travis,2,"0,0145549814423987"
traveling,1,"0,00727749072119933"
travel,1,"0,00727749072119933"
trash,1,"0,00727749072119933"
traps,1,"0,00727749072119933"
"trap""",1,"0,00727749072119933"
training,1,"0,00727749072119933"
train,2,"0,0145549814423987"
traditional,1,"0,00727749072119933"
traditiion,1,"0,00727749072119933"
track,1,"0,00727749072119933"
toxic,1,"0,00727749072119933"
town,1,"0,00727749072119933"
tourneys,1,"0,00727749072119933"
touch,4,"0,0291099628847973"
TOshi,1,"0,00727749072119933"
toshi,1,"0,00727749072119933"
top,4,"0,0291099628847973"
TOP,1,"0,00727749072119933"
tooo,1,"0,00727749072119933"
too,5,"0,0363874536059967"
Tomohoe,1,"0,00727749072119933"
tommorow,2,"0,0145549814423987"
told,11,"0,0800523979331926"
TOLD,1,"0,00727749072119933"
together,1,"0,00727749072119933"
todayy,1,"0,00727749072119933"
today?s,1,"0,00727749072119933"
today?,12,"0,087329888654392"
today,36,"0,261989665963176"
toda,1,"0,00727749072119933"
to,78,"0,567644276253548"
TO,2,"0,0145549814423987"
To,1,"0,00727749072119933"
TITANIC,1,"0,00727749072119933"
tirol,1,"0,00727749072119933"
tings?,1,"0,00727749072119933"
times,7,"0,0509424350483953"
timee,1,"0,00727749072119933"
time?,1,"0,00727749072119933"
time,40,"0,291099628847973"
Time,1,"0,00727749072119933"
TIME,1,"0,00727749072119933"
till,3,"0,021832472163598"
tiktok,1,"0,00727749072119933"
tiktak,1,"0,00727749072119933"
tiger,2,"0,0145549814423987"
Tier,3,"0,021832472163598"
tie,4,"0,0291099628847973"
tickets,2,"0,0145549814423987"
ticket,3,"0,021832472163598"
thx,5,"0,0363874536059967"
throw,1,"0,00727749072119933"
threw,1,"0,00727749072119933"
thr,1,"0,00727749072119933"
thousand,1,"0,00727749072119933"
though,1,"0,00727749072119933"
Those,1,"0,00727749072119933"
those,1,"0,00727749072119933"
tho,7,"0,0509424350483953"
thnak,1,"0,00727749072119933"
this?,1,"0,00727749072119933"
this,86,"0,625864202023142"
THIS,13,"0,0946073793755913"
This,6,"0,043664944327196"
third,2,"0,0145549814423987"
think,12,"0,087329888654392"
things,1,"0,00727749072119933"
thing,1,"0,00727749072119933"
thime,1,"0,00727749072119933"
thibk,1,"0,00727749072119933"
They've,7,"0,0509424350483953"
they,7,"0,0509424350483953"
these,4,"0,0291099628847973"
theres,1,"0,00727749072119933"
theree,1,"0,00727749072119933"
there,15,"0,10916236081799"
therapy,1,"0,00727749072119933"
then,19,"0,138272323702787"
them,4,"0,0291099628847973"
the,113,"0,822356451495524"
THE,5,"0,0363874536059967"
thats...,1,"0,00727749072119933"
thats,20,"0,145549814423987"
Thats,1,"0,00727749072119933"
that,52,"0,378429517502365"
thanks,6,"0,043664944327196"
thank,1,"0,00727749072119933"
than,8,"0,0582199257695946"
tft,2,"0,0145549814423987"
tf,1,"0,00727749072119933"
teta,4,"0,0291099628847973"
tell,1,"0,00727749072119933"
teammates,1,"0,00727749072119933"
teammate?,1,"0,00727749072119933"
team,1,"0,00727749072119933"
tbh,1,"0,00727749072119933"
tate,2,"0,0145549814423987"
tapes.,1,"0,00727749072119933"
tapes:,1,"0,00727749072119933"
tapes,20,"0,145549814423987"
tape,1,"0,00727749072119933"
talking,2,"0,0145549814423987"
talkin,1,"0,00727749072119933"
talk,1,"0,00727749072119933"
taking,2,"0,0145549814423987"
taken,1,"0,00727749072119933"
take,21,"0,152827305145186"
Take,1,"0,00727749072119933"
system,1,"0,00727749072119933"
syrian,1,"0,00727749072119933"
sync,10,"0,0727749072119933"
symbol,2,"0,0145549814423987"
symblol,1,"0,00727749072119933"
swz,2,"0,0145549814423987"
SWZ,1,"0,00727749072119933"
switched,1,"0,00727749072119933"
switch,2,"0,0145549814423987"
SwiftRage,1,"0,00727749072119933"
sweezyOops,1,"0,00727749072119933"
sweezyLove,1,"0,00727749072119933"
sweezyCopium,1,"0,00727749072119933"
sweezy?,1,"0,00727749072119933"
sweezy,7,"0,0509424350483953"
sweezo?,1,"0,00727749072119933"
Sweezo?,1,"0,00727749072119933"
sweezo,3,"0,021832472163598"
sweez,1,"0,00727749072119933"
sweet,5,"0,0363874536059967"
Sweet,4,"0,0291099628847973"
swear,2,"0,0145549814423987"
swagger,1,"0,00727749072119933"
suuuwey,1,"0,00727749072119933"
SUSSY,1,"0,00727749072119933"
Susge,2,"0,0145549814423987"
surrounded,1,"0,00727749072119933"
surprise.,1,"0,00727749072119933"
surely,3,"0,021832472163598"
Surely,1,"0,00727749072119933"
surelly,1,"0,00727749072119933"
sure,16,"0,116439851539189"
suppp,1,"0,00727749072119933"
supp,2,"0,0145549814423987"
superbonus,1,"0,00727749072119933"
super,6,"0,043664944327196"
sup,18,"0,130994832981588"
Sup,2,"0,0145549814423987"
sunday,1,"0,00727749072119933"
summer?,1,"0,00727749072119933"
suld,1,"0,00727749072119933"
suited,1,"0,00727749072119933"
sugas,1,"0,00727749072119933"
sugar,7,"0,0509424350483953"
Sugar,4,"0,0291099628847973"
suck,3,"0,021832472163598"
such,2,"0,0145549814423987"
success,1,"0,00727749072119933"
subscribed,14,"0,101884870096791"
SUBprise,1,"0,00727749072119933"
Sturdy,9,"0,065497416490794"
Stupid,1,"0,00727749072119933"
stuns,1,"0,00727749072119933"
stuff,1,"0,00727749072119933"
streams,2,"0,0145549814423987"
streamm,1,"0,00727749072119933"
streamer,1,"0,00727749072119933"
streamed,1,"0,00727749072119933"
stream=,1,"0,00727749072119933"
stream,24,"0,174659777308784"
Stream,1,"0,00727749072119933"
streak!,4,"0,0291099628847973"
stralight,1,"0,00727749072119933"
stop,2,"0,0145549814423987"
stolen?,1,"0,00727749072119933"
stinks,1,"0,00727749072119933"
still,9,"0,065497416490794"
sticky,4,"0,0291099628847973"
Sticky,2,"0,0145549814423987"
stephe__,1,"0,00727749072119933"
steam?,1,"0,00727749072119933"
stay,2,"0,0145549814423987"
start,8,"0,0582199257695946"
starlight?,1,"0,00727749072119933"
starlight,4,"0,0291099628847973"
Stare,4,"0,0291099628847973"
star,5,"0,0363874536059967"
STAR,1,"0,00727749072119933"
standing,1,"0,00727749072119933"
stand,3,"0,021832472163598"
stage,1,"0,00727749072119933"
stackem,2,"0,0145549814423987"
stacked,2,"0,0145549814423987"
Stacked,1,"0,00727749072119933"
STACK'EM?,2,"0,0145549814423987"
STACK'EM,2,"0,0145549814423987"
stack,17,"0,123717342260389"
Stack,1,"0,00727749072119933"
st?cky,2,"0,0145549814423987"
st,2,"0,0145549814423987"
ssn,1,"0,00727749072119933"
sry,1,"0,00727749072119933"
Squid4,2,"0,0145549814423987"
Squid3,2,"0,0145549814423987"
Squid2,1,"0,00727749072119933"
Squid1,1,"0,00727749072119933"
squadHey,1,"0,00727749072119933"
squadEZ,1,"0,00727749072119933"
spun?,1,"0,00727749072119933"
spotify..,1,"0,00727749072119933"
spotify,1,"0,00727749072119933"
spongePls,2,"0,0145549814423987"
split,5,"0,0363874536059967"
Split,1,"0,00727749072119933"
spins?,2,"0,0145549814423987"
spins,29,"0,211047230914781"
spin?,1,"0,00727749072119933"
spin,14,"0,101884870096791"
spend,1,"0,00727749072119933"
speed,2,"0,0145549814423987"
special,3,"0,021832472163598"
Special,1,"0,00727749072119933"
speak,1,"0,00727749072119933"
spawner,1,"0,00727749072119933"
sparta,6,"0,043664944327196"
spare,1,"0,00727749072119933"
spamming,1,"0,00727749072119933"
southeast,1,"0,00727749072119933"
south,1,"0,00727749072119933"
sounds,1,"0,00727749072119933"
sound,1,"0,00727749072119933"
sould,1,"0,00727749072119933"
sorry,6,"0,043664944327196"
SOOOO,1,"0,00727749072119933"
sooo,1,"0,00727749072119933"
soo,1,"0,00727749072119933"
songs...,1,"0,00727749072119933"
songs,4,"0,0291099628847973"
song....,1,"0,00727749072119933"
song?,9,"0,065497416490794"
song,31,"0,225602212357179"
SONG,2,"0,0145549814423987"
son,1,"0,00727749072119933"
something,3,"0,021832472163598"
someone,3,"0,021832472163598"
SOMEE,1,"0,00727749072119933"
somebody,1,"0,00727749072119933"
some,26,"0,189214758751183"
sombody,1,"0,00727749072119933"
soft,1,"0,00727749072119933"
sober,1,"0,00727749072119933"
so,40,"0,291099628847973"
So,4,"0,0291099628847973"
snus,1,"0,00727749072119933"
SnowTime,1,"0,00727749072119933"
snnnnake,1,"0,00727749072119933"
sniff,1,"0,00727749072119933"
snake,3,"0,021832472163598"
smth,1,"0,00727749072119933"
smoking,1,"0,00727749072119933"
SMOKE,4,"0,0291099628847973"
smash690Jiggle,6,"0,043664944327196"
small,2,"0,0145549814423987"
slowim,1,"0,00727749072119933"
slovakia,3,"0,021832472163598"
Slovakia,2,"0,0145549814423987"
slovak,1,"0,00727749072119933"
Slots?,1,"0,00727749072119933"
slots,11,"0,0800523979331926"
slot..,1,"0,00727749072119933"
slot,22,"0,160104795866385"
sleepin,1,"0,00727749072119933"
sleep,6,"0,043664944327196"
skipped,1,"0,00727749072119933"
skip,2,"0,0145549814423987"
skammer,1,"0,00727749072119933"
SK?,1,"0,00727749072119933"
siuu,1,"0,00727749072119933"
sit,2,"0,0145549814423987"
